X1,X2
-2.698239414688355,1.3454702007311967
-2.874598348699494,1.8097574960862
0.960771257759933,1.1704677734554443
-2.9403232356121336,1.8022456932181554
-2.7248364449006712,1.683584922605557
-2.7532033602586083,1.4299232170169651
-2.8078216617987173,1.831527138504165
-2.7212805259756774,1.7380257024896077
-1.3871658277423602,2.24360648990304
-2.7385476561753594,1.8175908584521763
-2.866360151839779,1.7581037796624164
-2.8166321620037063,1.7587029841298834
-2.83784113990913,1.88661726885445
-2.690217630793406,1.4203199876908796
-2.719160462500042,1.8528022019872306
-2.758984741413364,1.4425955515746502
-2.822206972401302,2.7320466618271397
-1.1035087055091701,2.2085141765950316
-2.7854329350997062,2.723725293893974
-0.11556921145029547,2.300826229162379
-2.786092567988655,1.272725182541299
-2.6501437861881985,1.722653060771731
-2.802627672254815,2.864284011158359
-2.6291724225766275,2.988396488360689
0.7841487091684938,2.325030546538672
0.21330795231464336,2.7065148910738777
-2.88747702727462,1.744069300342745
0.5856801937565637,2.413454569533916
-2.5675059698796097,1.323418708145937
-1.6511061556046627,2.3750558501767722
-2.778645615762438,1.3385892552225993
-0.8422264063880767,2.5679240155949232
-2.9660760710704546,2.754325140770452
-2.7804276569512636,1.3105732465129012
-2.7066826413018545,1.4490086237598503
-2.6118019934334247,1.9652200973505796
0.8098672516030994,1.5494693615878028
-2.8073293199827796,1.92175005357706
-2.7558154351042843,2.848642265135037
-2.8432300775962536,2.9021561702882495
-2.7919834613464842,1.769384020155296
-1.1251691316782242,1.3769837405407352
-1.3017084172546942,2.0743927353254694
0.31792548153821704,2.0055002836783027
-0.08685523854840799,2.66490516034099
-1.5523355524670384,2.1702471061026745
-2.6806123780395876,1.279750063421525
-2.808623155034137,1.7613068991346217
-2.6836537621252994,1.3429481839476993
-1.801593546722156,2.1955972628826466
-2.8325194276366585,1.6224898385278466
-2.850799507332558,2.7254175972399475
0.7990556462390335,2.1869459055698477
-3.0228610803255376,2.8299708458184853
-3.0016808306572695,1.866710800514606
-2.733363670341692,1.6573070006675483
-2.8809107758777848,1.868321517834724
-2.8472727617612303,1.2808211264359233
-1.6544886443801219,1.8516188328375431
0.21671591966929785,2.4860202370167763
-2.897856925485626,1.7780954651601268
-1.333701503968288,2.163219313670327
-2.6283019865741775,1.3234042647892073
-1.4871223326144332,1.8159992401213896
-2.9348761689452525,2.745585784906386
0.09506920705781317,1.7872968320277955
-0.5807912394180501,2.449332313526675
-0.09702141008182708,2.728988052630198
-1.9248464711727729,2.131860239788992
-2.8291899601823403,1.4115077761479518
-2.777283876498875,1.9580209237250257
-0.23119395770028223,1.5670296133085693
-2.9369522226133724,1.7282802592999105
0.11672614478607157,2.7124141712537675
-2.7424376239489403,2.9553630054106925
0.010440675269633604,1.7699329569007132
-2.758958246451703,1.3631514334884673
-2.7227440963435345,1.3232456160958825
-2.855415303448827,1.2850340649857461
-2.786787761007337,1.9470090061548226
-1.3367826699452294,2.216419297711251
-1.4978856932677131,2.7662105589246773
1.1039787946505046,2.64761573170153
-2.8272671899043895,1.8348613895406716
-2.8269627801994046,2.7371941213928803
-2.7820039100355705,1.8343932160585394
-3.0561135062995106,2.7916558497183224
0.133220105307365,2.208078426923691
0.35629072131562484,1.7235170124596246
-3.0752769265779767,1.8021975254552978
0.32310326786218313,2.880233742478984
-2.965493294474548,1.1561787722919985
0.4535141041376834,2.6564739045923047
-1.4773242528660784,2.112425379559695
-2.8696120855489498,1.393481952956943
-2.9363010360660766,2.8974790767938092
-1.2532058485180744,1.8535906885378224
-2.756624405336386,1.1778409943730213
-2.5666008351471423,1.8207338144059704
-2.6965245966751823,1.245208734126882
-1.411557248059082,2.5523381980458155
-2.7340119044542948,1.344745837094131
-0.21048306644806009,1.946709046445954
-2.864445131834976,1.7561404976332176
-2.844866390039737,2.879536714877327
-0.16789830576395803,1.783450526035941
0.0917236799152052,2.084876479295858
-2.7844114639204562,1.946682799615342
-1.7485805574318536,2.3134587320723576
-2.761587942000694,1.8507151705402198
-2.760620025186314,1.9067184629208929
-2.817075845625388,1.8346234940771848
-2.8158942863874397,1.8054306584703974
-2.9179111289375728,2.8987725815096796
0.47313157546887974,2.003881743437455
-2.866228056605091,2.8939159764449838
-1.20067111741074,1.9698714623484215
-2.709281036709071,2.732020926051972
-2.7203813478604317,2.8145024205943856
-2.799239390855378,1.2819354948481314
0.3614239492222138,2.2493252647168123
-0.17611164569557658,2.2474897399630005
-1.6302198197548707,2.0499543168135963
-2.6698926428668406,2.804407626158072
-2.963154957911542,2.673272583772088
-1.3736643995346973,2.3549118501765594
-2.7201459478446877,1.195598971475881
-2.907834612982002,2.7400874940181543
0.45854851346581754,2.3085865562944794
-1.5582483943566316,1.9522487378455722
-2.655370540355086,1.9011492373326953
-1.4782936456497398,1.851805315453524
-2.8108814043796304,1.6404831848139967
-2.7895672474742454,2.818737557024541
-2.877220163225943,2.6855194607516766
-2.773995356133189,1.387381710662162
-2.7460943374898283,1.2106811515074547
-2.931008357117671,2.73802283322476
-2.697051114828493,2.775909440593614
-1.2671777308360983,2.5050705499983765
-2.933873689484279,2.7713627657870368
-2.743169793694012,2.7173951918223684
-1.7529532837366721,2.1696853391600466
-2.986808166101596,2.687555321122149
0.012736725739445565,1.9015936365142543
-1.3929552500896873,2.438778648632182
-2.9629190072395275,1.8129912673366222
-2.931297267254278,1.8249347357134909
0.39545016635707425,2.444876000380437
-2.8092630914324532,1.3949744417859182
-1.5396162302210221,2.077293129050086
-2.784713989319612,2.7808927278218825
-1.1089885796710082,2.2120679875542413
0.8118318533572624,2.5677672773638642
-1.793339693761638,2.3102040107726434
0.08583859851807614,2.9633699133089584
-2.0818980785941665,2.3751839922496862
0.2088978954162242,2.128372562577603
-1.1935130950136807,1.9712064612794507
-2.770006130900823,1.9218743447933704
-2.669522493381954,2.728008436336198
-2.8263912905391892,2.928031536562045
-1.1500262532353858,2.3091828935525007
-2.8342487679697363,1.4024027508267056
-1.3402690322738717,2.3256728242843048
-2.6786472793352027,2.741380336773177
-1.4233582016042832,2.134791057394904
-1.7014199059844952,2.1962238894849553
-2.926085995607181,2.832751660242425
0.06811890212320859,2.0970504124644296
0.14704912097326114,2.176209463764448
-2.800721825668424,2.5527454007771855
-1.6014400077327997,2.1827411342554677
-2.7095793506978287,1.1781047359003591
-2.809550052632603,1.1947167152651514
-2.8870459206569135,1.3782136530987268
0.3887111036507127,1.8594001493099714
-2.742283024400144,1.3503241693014758
-2.7749402128251877,1.8089906451421183
-1.6911740617290538,1.752746563039011
-0.05721230694832319,2.12283730933368
-2.7172668724547098,2.6324467014103576
-2.917656434242129,1.701532811090243
-0.21605242551407822,2.3091111869676744
0.5496977896925117,1.8029071831773593
-1.5905843656619854,2.484949800630405
-1.283805987200671,2.7758339740429103
-2.8037990565100332,2.889599588156733
0.29087987064140536,2.749981832909204
-2.9084757919430158,1.7026399693893115
-2.792316620105111,1.6914116543620712
-0.0101718877891675,2.4137235733328524
-1.9560865630108573,2.6231138462026298
0.0906468775016881,1.9706159663935223
0.32545942727084787,2.140522687358202
-2.7221166824160354,1.2948917538047104
-2.67800398474343,1.7179146337075548
-2.7101714127282635,1.4469354502570277
-2.769123243650225,1.2692448802284313
-2.8595770900129347,1.2534856302604174
-2.113554758907394,2.4821253633760754
0.12585578433931216,2.4754018971023273
